Pomeroy	2	1	42.5607145153395	-94.7233486175537	050	360	I 050-360
Pomeroy	2	2	42.5622001568324	-94.7346997261047	050	350	I 050-350
Pomeroy	2	3	42.561852456675	-94.7188425064086	050	361	I 050-361
Pomeroy	2	4	42.5623740061845	-94.7139716148376	050	362	I 050-362
Pomeroy	2	5	42.5649026692646	-94.7527885437011	050	125	I 050-125
Pomeroy	2	6	42.564144081102	-94.7482824325561	050	126	I 050-126
Pomeroy	2	7	42.5639702366822	-94.7432827949523	050	127	I 050-127
Pomeroy	2	8	42.5642389051267	-94.7309017181396	050	351	I 050-351
Pomeroy	2	9	42.5645549841684	-94.7236275672912	050	352	I 050-352
Pomeroy	2	10	42.5638279999785	-94.7093796730041	050	363	I 050-363
Pomeroy	2	11	42.5648236500947	-94.7055172920227	050	364	I 050-364
Pomeroy	2	12	42.5682845959214	-94.7470593452453	050	157	I 050-157
Pomeroy	2	13	42.5686638659815	-94.7275328636169	050	340	I 050-340
Pomeroy	2	14	42.5681265660491	-94.7236490249633	050	341	I 050-341
Pomeroy	2	15	42.5680949600266	-94.7126626968383	050	353	I 050-353
Pomeroy	2	16	42.5690589365086	-94.7055602073669	050	354	I 050-354
Pomeroy	2	17	42.5680317479335	-94.6997237205505	050	365	I 050-365
Pomeroy	2	18	42.5701809231613	-94.7831726074218	050	111	I 050-111
Pomeroy	2	19	42.5705601816911	-94.7775721549987	050	112	I 050-112
Pomeroy	2	20	42.570512774501	-94.7579598426818	050	155	I 050-155
Pomeroy	2	21	42.5711764718837	-94.7505569458007	050	156	I 050-156
Pomeroy	2	22	42.5724880435617	-94.7310519218444	050	330	I 050-330
Pomeroy	2	23	42.571271285219	-94.7205591201782	050	342	I 050-342
Pomeroy	2	24	42.573704778167	-94.7151947021484	050	343	I 050-343
Pomeroy	2	25	42.571271285219	-94.7022342681884	050	355	I 050-355
Pomeroy	2	26	42.5769756223454	-94.7808122634887	050	105	I 050-105
Pomeroy	2	27	42.5760433702286	-94.7729587554931	050	115	I 050-115
Pomeroy	2	28	42.5752849175471	-94.7621011734008	050	140	I 050-140
Pomeroy	2	29	42.5770072238678	-94.7529172897338	050	150	I 050-150
Pomeroy	2	30	42.5755693383836	-94.7452354431152	050	153	I 050-153
Pomeroy	2	31	42.5763909912914	-94.7283267974853	050	331	I 050-331
Pomeroy	2	32	42.5757115483154	-94.7211170196533	050	332	I 050-332
Pomeroy	2	33	42.5798512953081	-94.7775506973266	050	106	I 050-106
Pomeroy	2	34	42.5787926838723	-94.7693538665771	050	116	I 050-116
Pomeroy	2	35	42.5793772924096	-94.744119644165	050	152	I 050-152
Pomeroy	2	36	42.5783028724996	-94.7387766838073	050	154	I 050-154
Pomeroy	2	37	42.58015149528	-94.7349572181701	050	320	I 050-320
Pomeroy	2	38	42.5802462949709	-94.7193360328674	050	333	I 050-333
Pomeroy	2	39	42.578966486983	-94.7147870063781	050	334	I 050-334
Pomeroy	2	40	42.5797090948169	-94.7041869163513	050	344	I 050-344
Pomeroy	2	41	42.5781922693991	-94.6999168395996	050	345	I 050-345
Pomeroy	2	42	42.5817788699726	-94.7736024856567	050	107	I 050-107
Pomeroy	2	43	42.5827900328518	-94.7675728797912	050	117	I 050-117
Pomeroy	2	44	42.5824740462137	-94.7580671310424	050	141	I 050-141
Pomeroy	2	45	42.5828058321417	-94.7233915328979	050	322	I 050-322
Pomeroy	2	46	42.5832008130871	-94.7138428688049	050	335	I 050-335
Pomeroy	2	47	42.5847175166639	-94.7094440460205	050	336	I 050-336
Pomeroy	2	48	42.5858550201318	-94.7513723373413	050	142	I 050-142
Pomeroy	2	49	42.5866943105988	-94.7419819235801	050	143	I 050-143
Pomeroy	2	50	42.5870240992899	-94.7333049774169	050	321	I 050-321
Pomeroy	1	51	42.5904048264474	-94.7794818878173	050	057	I 050-057
Pomeroy	1	52	42.5900888784057	-94.7734522819519	050	300	I 050-300
Pomeroy	1	53	42.5907049756037	-94.7698044776916	050	301	I 050-301
Pomeroy	1	54	42.589820321311	-94.7630453109741	050	303	I 050-303
Pomeroy	1	55	42.5912420810126	-94.7339701652526	050	316	I 050-316
Pomeroy	1	56	42.5896307509005	-94.7200655937194	050	323	I 050-323
Pomeroy	1	57	42.5903416369672	-94.702341556549	050	337	I 050-337
Pomeroy	1	58	42.5953176124168	-94.7779369354248	050	058	I 050-058
Pomeroy	1	59	42.5935326256499	-94.7674870491027	050	302	I 050-302
Pomeroy	1	60	42.593485235924	-94.754569530487	050	304	I 050-304
Pomeroy	1	61	42.5961390050799	-94.7298502922058	050	317	I 050-317
Pomeroy	1	62	42.5942908563633	-94.7191214561462	050	324	I 050-324
Pomeroy	1	63	42.5991875408786	-94.7939443588256	050	050	I 050-050
Pomeroy	1	64	42.5971499350335	-94.789502620697	050	052	I 050-052
Pomeroy	1	65	42.596912999797	-94.7847819328308	050	055	I 050-055
Pomeroy	1	66	42.6015567662187	-94.7910690307617	050	051	I 050-051
Pomeroy	1	67	42.6010829283578	-94.78609085083	050	053	I 050-053
Pomeroy	1	68	42.6007354449695	-94.7816705703735	050	056	I 050-056
Pomeroy	1	69	42.5989348181918	-94.7543334960937	050	310	I 050-310
Pomeroy	1	70	42.5998153943672	-94.7494947910308	050	311	I 050-311
Pomeroy	1	71	42.6007038554745	-94.7446024417877	050	312	I 050-312
Pomeroy	1	72	42.6008618027895	-94.7404503822326	050	313	I 050-313
Pomeroy	1	73	42.6004353441201	-94.7327470779419	050	314	I 050-314
Pomeroy	1	74	42.6002458059968	-94.726288318634	050	315	I 050-315
Pomeroy	1	75	42.604699799464	-94.7543764114379	050	260	I 050-260
Pomeroy	1	76	42.6049524987678	-94.7492909431457	050	261	I 050-261
Pomeroy	1	77	42.6067529516372	-94.7411155700683	050	262	I 050-262
Pomeroy	1	78	42.6043365424191	-94.7254514694213	050	263	I 050-263
Pomeroy	1	79	42.6040996345095	-94.719808101654	050	264	I 050-264
Pomeroy	1	80	42.6091060966719	-94.7642254829406	050	046	I 050-046
Pomeroy	1	81	42.6083006677735	-94.7230911254882	050	254	I 050-254
Pomeroy	1	82	42.6081427393173	-94.7188854217529	050	255	I 050-255
Pomeroy	1	83	42.6043207485865	-94.8032140731811	050	024	I 050-024
Pomeroy	1	84	42.6043365424191	-94.7803401947021	050	054	I 050-054
Pomeroy	1	85	42.6096588359683	-94.8031497001648	050	007	I 050-007
Pomeroy	1	86	42.6079374317256	-94.7940731048584	050	026	I 050-026
