2001,5,732.0
2001,6,277.0
2001,7,370.0
2001,8,387.0
2001,9,284.0
2001,10,749.0
2001,11,674.0
2001,12,466.0
2002,1,697.0
2002,2,567.0
2002,3,649.0
2002,4,587.0
2002,5,816.0
2002,6,697.0
2002,7,764.0
2002,8,651.0
2002,9,618.0
2002,10,629.0
2002,11,619.0
2002,12,572.0
2003,1,823.0
2003,2,669.0
2003,3,675.0
2003,4,727.0
2003,5,699.0
2003,6,510.0
2003,7,844.0
2003,8,832.0
2003,9,668.0
2003,10,682.0
2003,11,542.0
2003,12,686.0
2004,1,962.0
2004,2,734.0
2004,3,760.0
2004,4,703.0
2004,5,908.0
2004,6,709.0
2004,7,801.0
2004,8,773.0
2004,9,662.0
2004,10,727.0
2004,11,683.0
2004,12,697.0
2005,1,821.0
2005,2,731.0
2005,3,667.0
2005,4,725.0
2005,5,727.0
2005,6,782.0
2005,7,663.0
2005,8,679.0
2005,9,710.0
2005,10,546.0
2005,11,620.0
2005,12,590.0
2006,1,771.0
2006,2,700.0
2006,3,588.0
2006,4,665.0
2006,5,608.0
2006,6,725.0
2006,7,697.0
2006,8,659.0
2006,9,624.0
2006,10,628.0
2006,11,594.0
2006,12,509.0
2007,1,827.0
2007,2,848.0
2007,3,888.0
2007,4,861.0
2007,5,884.0
2007,6,748.0
2007,7,831.0
2007,8,944.0
2007,9,849.0
2007,10,898.0
2007,11,550.0
2007,12,693.0
2008,1,807.0
2008,2,822.0
2008,3,790.0
2008,4,748.0
2008,5,712.0
2008,6,719.0
2008,7,661.0
2008,8,686.0
2008,9,792.0
2008,10,550.0
2008,11,649.0
2008,12,593.0
2009,1,613.0
2009,2,598.0
2009,3,618.0
2009,4,531.0
2009,5,476.0
2009,6,551.0
2009,7,600.0
2009,8,508.0
2009,9,494.0
2009,10,491.0
2009,11,447.0
2009,12,519.0
2010,1,505.0
2010,2,755.0
2010,3,632.0
2010,4,668.0
2010,5,514.0
2010,6,527.0
2010,7,528.0
2010,8,383.0
2010,9,544.0
2010,10,452.0
2010,11,365.0
2010,12,490.0
2011,1,554.0
2011,2,495.0
2011,3,462.0
2011,4,504.0
2011,5,427.0
2011,6,453.0
2011,7,356.0
2011,8,491.0
2011,9,423.0
2011,10,389.0
2011,11,372.0
2011,12,357.0
2012,1,464.0
2012,2,451.0
2012,3,621.0
2012,4,610.0
2012,5,592.0
2012,6,679.0
2012,7,499.0
2012,8,404.0
2012,9,469.0
2012,10,497.0
2012,11,453.0
2012,12,366.0
2013,1,448.0
2013,2,456.0
2013,3,463.0
2013,4,425.0
2013,5,430.0
2013,6,358.0
2013,7,520.0
2013,8,512.0
2013,9,550.0
2013,10,492.0
2013,11,441.0
2013,12,405.0
2014,1,524.0
2014,2,482.0
2014,3,463.0
2014,4,610.0
2014,5,410.0
2014,6,443.0
2014,7,489.0
2014,8,423.0
2014,9,479.0
2014,10,488.0
2014,11,437.0
2014,12,440.0
2015,1,434.0
2015,2,359.0
2015,3,388.0
2015,4,468.0
2015,5,398.0
2015,6,357.0
2015,7,345.0
2015,8,351.0
2015,9,317.0
2015,10,389.0
2015,11,342.0
2015,12,464.0
2016,1,478.0
2016,2,435.0
2016,3,441.0
2016,4,364.0
2016,5,408.0
2016,6,458.0
2016,7,396.0
2016,8,509.0
2016,9,474.0
2016,10,370.0
2016,11,403.0
2016,12,307.0
2017,1,358.0
2017,2,393.0
2017,3,573.0
2017,4,439.0
2017,5,468.0
2017,6,491.0
2017,7,475.0
2017,8,479.0
2017,9,344.0
2017,10,387.0
2017,11,369.0
2017,12,302.0
2018,1,416.0
2018,2,395.0
2018,3,398.0
2018,4,402.0
2018,5,484.0
2018,6,389.0
2018,7,358.0
2018,8,568.
